"","SampleName","Well","Reef","Site","Habitat","Pale","Group","Temperature","PAR","ETR","QY"
"12988","RB S16",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1506.47,119.0846,0.2
"12989","RB S16",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1627.08,109.2393,0.17
"12990","RB S16",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1747.69,113.5368,0.16
"12991","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,59.15,15.2883,0.65
"12992","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,179.76,42.1464,0.59
"12993","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,300.37,63.7609,0.53
"12994","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,420.98,80.2367,0.48
"12995","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,541.59,91.3415,0.42
"12996","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,662.2,100.5902,0.38
"12997","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,782.81,107.0118,0.34
"12998","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,903.42,108.8829,0.3
"12999","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1024.03,115.4995,0.28
"13000","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1144.64,116.3238,0.25
"13001","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1265.25,109.2175,0.22
"13002","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1385.86,101.3757,0.18
"13003","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1506.47,106.9907,0.18
"13004","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1627.08,98.5113,0.15
"13005","RB S16",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1747.69,101.9121,0.15
"13006","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,59.15,14.8168,0.63
"13007","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,179.76,40.308,0.56
"13008","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,300.37,60.985,0.51
"13009","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,420.98,77.201,0.46
"13010","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,541.59,89.6668,0.41
"13011","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,662.2,97.9998,0.37
"13012","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,782.81,103.4157,0.33
"13013","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,903.42,101.9671,0.28
"13014","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1024.03,106.7898,0.26
"13015","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1144.64,107.7769,0.24
"13016","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1265.25,100.2218,0.2
"13017","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1385.86,99.2862,0.18
"13018","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1506.47,95.9519,0.16
"13019","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1627.08,92.0597,0.14
"13020","RB S16",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1747.69,89.6677,0.13
"13021","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,59.15,11.8865,0.5
"13022","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,179.76,24.5191,0.34
"13023","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,300.37,32.2109,0.27
"13024","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,420.98,38.5875,0.23
"13025","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,541.59,41.5843,0.19
"13026","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,662.2,44.7251,0.17
"13027","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,782.81,46.2808,0.15
"13028","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,903.42,42.7414,0.12
"13029","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1024.03,41.1009,0.1
"13030","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1144.64,45.1131,0.1
"13031","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1265.25,18.8547,0.04
"13032","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1385.86,12.2697,0.02
"13033","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1506.47,23.4054,0.04
"13034","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1627.08,14.4828,0.02
"13035","RB S16",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1747.69,22.0385,0.03
"13036","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,59.15,9.4643,0.4
"13037","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,179.76,9.7901,0.14
"13038","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,300.37,8.1351,0.07
"13039","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,420.98,6.3863,0.04
"13040","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,541.59,3.1913,0.01
"13041","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,662.2,6.322,0.02
"13042","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,782.81,5.9153,0.02
"13043","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,903.42,-1.4532,0
"13044","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1024.03,7.9953,0.02
"13045","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1144.64,7.1257,0.02
"13046","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1265.25,-1.2585,0
"13047","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1385.86,2.8324,0.01
"13048","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1506.47,4.7264,0.01
"13049","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1627.08,20.9894,0.03
"13050","RB S16",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1747.69,23.3841,0.03
"13051","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,59.15,15.0207,0.63
"13052","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,179.76,40.1251,0.56
"13053","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,300.37,58.8148,0.49
"13054","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,420.98,73.0984,0.43
"13055","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,541.59,83.7433,0.39
"13056","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,662.2,91.1308,0.34
"13057","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,782.81,93.9417,0.3
"13058","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,903.42,96.5566,0.27
"13059","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1024.03,101.3557,0.25
"13060","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1144.64,106.241,0.23
"13061","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1265.25,95.9468,0.19
"13062","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1385.86,99.1936,0.18
"13063","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1506.47,92.0385,0.15
"13064","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1627.08,98.9474,0.15
"13065","RB S17",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1747.69,90.4864,0.13
"13066","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,59.15,14.9637,0.63
"13067","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,179.76,40.5792,0.56
"13068","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,300.37,61.5268,0.51
"13069","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,420.98,79.3253,0.47
"13070","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,541.59,93.3278,0.43
"13071","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,662.2,102.3757,0.39
"13072","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,782.81,110.596,0.35
"13073","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,903.42,113.6386,0.31
"13074","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1024.03,118.0883,0.29
"13075","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1144.64,120.486,0.26
"13076","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1265.25,112.6066,0.22
"13077","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1385.86,108.4165,0.2
"13078","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1506.47,110.8285,0.18
"13079","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1627.08,107.2272,0.16
"13080","RB S17",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1747.69,100.8469,0.14
"13081","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,59.15,13.6274,0.58
"13082","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,179.76,34.2901,0.48
"13083","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,300.37,52.7467,0.44
"13084","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,420.98,68.4883,0.41
"13085","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,541.59,81.6429,0.38
"13086","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,662.2,92.6881,0.35
"13087","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,782.81,100.368,0.32
"13088","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,903.42,104.8214,0.29
"13089","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1024.03,109.9225,0.27
"13090","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1144.64,112.5464,0.25
"13091","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1265.25,106.9867,0.21
"13092","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1385.86,106.4165,0.19
"13093","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1506.47,106.342,0.18
"13094","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1627.08,103.3968,0.16
"13095","RB S17",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1747.69,99.4282,0.14
"13096","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,59.15,12.9602,0.55
"13097","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,179.76,31.798,0.44
"13098","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,300.37,48.3777,0.4
"13099","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,420.98,65.6462,0.39
"13100","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,541.59,78.2547,0.36
"13101","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,662.2,87.4426,0.33
"13102","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,782.81,97.0485,0.31
"13103","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,903.42,95.2605,0.26
"13104","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1024.03,104.0335,0.25
"13105","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1144.64,107.2038,0.23
"13106","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1265.25,97.6854,0.19
"13107","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1385.86,91.3625,0.16
"13108","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1506.47,100.2353,0.17
"13109","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1627.08,104.6134,0.16
"13110","RB S17",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1747.69,103.0025,0.15
"13111","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,59.15,7.539,0.32
"13112","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,179.76,11.2507,0.16
"13113","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,300.37,14.0445,0.12
"13114","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,420.98,16.5444,0.1
"13115","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,541.59,17.5149,0.08
"13116","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,662.2,19.7219,0.07
"13117","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,782.81,19.9955,0.06
"13118","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,903.42,18.6913,0.05
"13119","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1024.03,23.5435,0.06
"13120","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1144.64,21.7033,0.05
"13121","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1265.25,15.1026,0.03
"13122","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1385.86,6.9368,0.01
"13123","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1506.47,17.7644,0.03
"13124","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1627.08,12.8036,0.02
"13125","RB S17",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1747.69,17.468,0.02
"13126","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,59.15,7.4165,0.31
"13127","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,179.76,7.6262,0.11
"13128","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,300.37,8.8432,0.07
"13129","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,420.98,10.178,0.06
"13130","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,541.59,10.5255,0.05
"13131","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,662.2,6.9746,0.03
"13132","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,782.81,9.6813,0.03
"13133","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,903.42,-1.3468,0
"13134","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1024.03,11.0532,0.03
"13135","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1144.64,7.5208,0.02
"13136","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1265.25,-0.8668,0
"13137","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1385.86,-3.788,-0.01
"13138","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1506.47,14.8278,0.02
"13139","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1627.08,5.3507,0.01
"13140","RB S17",6,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",37,1747.69,9.4861,0.01
"13141","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,59.15,14.625,0.62
"13142","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,179.76,38.2882,0.53
"13143","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,300.37,57.0871,0.48
"13144","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,420.98,69.0882,0.41
"13145","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,541.59,77.2856,0.36
"13146","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,662.2,85.1887,0.32
"13147","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,782.81,84.0393,0.27
"13148","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,903.42,95.7358,0.26
"13149","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1024.03,90.5689,0.22
"13150","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1144.64,96.7374,0.21
"13151","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1265.25,79.3108,0.16
"13152","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1385.86,86.7358,0.16
"13153","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1506.47,87.3378,0.14
"13154","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1627.08,92.0716,0.14
"13155","RB S18",1,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",24.5,1747.69,67.1252,0.1
"13156","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,59.15,14.23,0.6
"13157","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,179.76,36.9385,0.51
"13158","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,300.37,55.7909,0.46
"13159","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,420.98,67.7376,0.4
"13160","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,541.59,75.9165,0.35
"13161","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,662.2,81.2959,0.31
"13162","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,782.81,85.4258,0.27
"13163","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,903.42,89.6389,0.25
"13164","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1024.03,85.8287,0.21
"13165","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1144.64,88.4189,0.19
"13166","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1265.25,79.0947,0.16
"13167","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1385.86,74.3307,0.13
"13168","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1506.47,73.1563,0.12
"13169","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1627.08,80.3666,0.12
"13170","RB S18",2,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",29.5,1747.69,60.4411,0.09
"13171","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,59.15,13.7636,0.58
"13172","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,179.76,34.5204,0.48
"13173","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,300.37,49.2724,0.41
"13174","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,420.98,59.1157,0.35
"13175","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,541.59,64.0577,0.3
"13176","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,662.2,70.3872,0.27
"13177","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,782.81,73.469,0.23
"13178","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,903.42,85.5486,0.24
"13179","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1024.03,79.7246,0.19
"13180","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1144.64,89.8458,0.2
"13181","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1265.25,72.6703,0.14
"13182","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1385.86,78.1196,0.14
"13183","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1506.47,82.0362,0.14
"13184","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1627.08,79.7738,0.12
"13185","RB S18",3,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",31.5,1747.69,53.2374,0.08
"13186","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,59.15,12.2847,0.52
"13187","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,179.76,27.9707,0.39
"13188","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,300.37,44.3921,0.37
"13189","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,420.98,56.7551,0.34
"13190","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,541.59,68.1486,0.31
"13191","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,662.2,79.9885,0.3
"13192","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,782.81,85.7824,0.27
"13193","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,903.42,95.391,0.26
"13194","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1024.03,91.2756,0.22
"13195","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1144.64,100.5935,0.22
"13196","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1265.25,77.4161,0.15
"13197","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1385.86,84.7661,0.15
"13198","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1506.47,79.2425,0.13
"13199","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1627.08,78.0619,0.12
"13200","RB S18",4,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",34.5,1747.69,54.7605,0.08
"13201","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,59.15,10.4043,0.44
"13202","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,179.76,22.2764,0.31
"13203","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,300.37,35.7373,0.3
"13204","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,420.98,44.3699,0.26
"13205","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,541.59,49.0214,0.23
"13206","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,662.2,56.3757,0.21
"13207","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,782.81,56.4399,0.18
"13208","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,903.42,70.2521,0.19
"13209","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1024.03,67.3053,0.16
"13210","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1144.64,73.9082,0.16
"13211","RB S18",5,"Opal Reef","Rayban","Reef slope","FALSE","Opal Rayban slope",35.75,1265.25,41.7851,0.08
